
   DEPT[M]  ROLL_(ATV)  TILT_(ATV)  AZIMUTH_(A
     34.6469     235.233     39.9000     356.800
     34.6569     235.400     40.1000     357.000
     34.6669    -99999.0    -99999.0    -99999.0
     34.6769     235.400     40.1000     357.000
     34.6869     235.850     40.1000     357.050
     34.6969     236.300     40.1000     357.100
     34.7069     236.733     39.9667     357.033
     34.7169     237.167     39.8333     356.967
     34.7269     237.600     39.7000     356.900
     34.7369     238.000     39.6333     356.900
     34.7469     238.400     39.5667     356.900
     34.7569     238.800     39.5000     356.900
     34.7669     239.100     39.6667     356.967
     34.7769     239.400     39.8333     357.033
     34.7869     239.700     40.0000     357.100
     34.7969     239.700     40.0000     357.100
     34.8069    -99999.0    -99999.0    -99999.0
     34.8169    -99999.0    -99999.0    -99999.0
     34.8269     240.000     40.2000     357.100
     34.8369     240.167     40.1333     357.100
     34.8469     240.333     40.0667     357.100
     34.8569     240.500     40.0000     357.100
     34.8669     240.700     39.9000     357.033
     34.8769     240.900     39.8000     356.967
     34.8869     241.100     39.7000     356.900
     34.8969     241.400     39.8333     356.967
     34.9069     241.700     39.9667     357.033
     34.9169     242.000     40.1000     357.100
     34.9269     242.175     40.0250     357.175
     34.9369     242.350     39.9500     357.250
     34.9469     242.525     39.8750     357.325
     34.9569     242.700     39.8000     357.400
     34.9669     242.767     39.8000     357.333
     34.9769     242.833     39.8000     357.267
     34.9869     242.900     39.8000     357.200
     34.9969     243.167     39.8333     357.067
     35.0069     243.433     39.8667     356.933
     35.0169     243.700     39.9000     356.800
     35.0269     243.767     39.9333     356.867
     35.0369     243.833     39.9667     356.933
     35.0469     243.900     40.0000     357.000
     35.0569     243.800     40.0333     357.133
     35.0669     243.700     40.0667     357.267
     35.0769     243.600     40.1000     357.400
     35.0869     243.700     40.1500     357.325
     35.0969     243.800     40.2000     357.250
     35.1069     243.900     40.2500     357.175
     35.1169     244.000     40.3000     357.100
     35.1269     244.200     40.0667     357.067
     35.1369     244.400     39.8333     357.033
     35.1469     244.600     39.6000     357.000
     35.1569     244.833     39.6667     357.000
     35.1669     245.067     39.7333     357.000
     35.1769     245.300     39.8000     357.000
     35.1869     245.500     39.8667     356.967
     35.1969     245.700     39.9333     356.933
     35.2069     245.900     40.0000     356.900
     35.2169     246.200     39.9000     356.933
     35.2269     246.500     39.8000     356.967
     35.2369     246.800     39.7000     357.000
     35.2469     246.925     39.7500     357.100
     35.2569     247.050     39.8000     357.200
     35.2669     247.175     39.8500     357.300
     35.2769     247.300     39.9000     357.400
     35.2869     247.100     39.8500     357.250
     35.2969     246.900     39.8000     357.100
     35.3069     246.767     39.7333     357.033
     35.3169     246.633     39.6667     356.967
     35.3269     246.500     39.6000     356.900
     35.3369     246.625     39.6500     356.950
     35.3469     246.750     39.7000     357.000
     35.3569     246.875     39.7500     357.050
     35.3669     247.000     39.8000     357.100
     35.3769     247.067     40.0000     357.133
     35.3869     247.133     40.2000     357.167
     35.3969     247.200     40.4000     357.200
     35.4069     247.300     40.1333     357.133
     35.4169     247.400     39.8667     357.067
     35.4269     247.500     39.6000     357.000
     35.4369     247.667     39.7000     357.067
     35.4469     247.833     39.8000     357.133
     35.4569     248.000     39.9000     357.200
     35.4669     248.000     39.9000     357.200
     35.4769    -99999.0    -99999.0    -99999.0
     35.4869    -99999.0    -99999.0    -99999.0
     35.4969     247.700     40.0000     357.100
     35.5069     247.567     40.0000     357.100
     35.5169     247.433     40.0000     357.100
     35.5269     247.300     40.0000     357.100
     35.5369     246.967     39.8333     356.967
     35.5469     246.633     39.6667     356.833
     35.5569     246.300     39.5000     356.700
     35.5669     246.300     39.5000     356.700
     35.5769     246.300     39.5000     356.700
     35.5869    -99999.0    -99999.0    -99999.0
     35.5969     245.900     39.4000     356.600
     35.6069    -99999.0    -99999.0    -99999.0
     35.6169    -99999.0    -99999.0    -99999.0
     35.6269     246.300     40.7000     357.100
     35.6369     246.367     40.5000     357.067
     35.6469     246.433     40.3000     357.033
     35.6569     246.500     40.1000     357.000
     35.6669     246.600     39.7667     356.933
     35.6769     246.700     39.4333     356.867
     35.6869     246.800     39.1000     356.800
     35.6969     246.833     39.4333     356.833
     35.7069     246.867     39.7667     356.867
     35.7169     246.900     40.1000     356.900
     35.7269     246.875     40.1000     356.925
     35.7369     246.850     40.1000     356.950
     35.7469     246.825     40.1000     356.975
     35.7569     246.800     40.1000     357.000
     35.7669     246.833     39.9667     356.967
     35.7769     246.867     39.8333     356.933
     35.7869     246.900     39.7000     356.900
     35.7969     247.000     39.7667     356.867
     35.8069     247.100     39.8333     356.833
     35.8169     247.200     39.9000     356.800
     35.8269     247.400     39.8000     356.800
     35.8369     247.600     39.7000     356.800
     35.8469     247.800     39.6000     356.800
     35.8569     247.900     39.7333     356.933
     35.8669     248.000     39.8667     357.067
     35.8769     248.100     40.0000     357.200
     35.8869     248.175     39.9250     357.150
     35.8969     248.250     39.8500     357.100
     35.9069     248.325     39.7750     357.050
     35.9169     248.400     39.7000     357.000
     35.9269     248.567     39.7667     356.933
     35.9369     248.733     39.8333     356.867
     35.9469     248.900     39.9000     356.800
     35.9569     249.233     39.9000     356.867
     35.9669     249.567     39.9000     356.933
     35.9769     249.900     39.9000     357.000
     35.9869     250.167     39.9000     357.033
     35.9969     250.433     39.9000     357.067
     36.0069     250.700     39.9000     357.100
     36.0169     250.733     39.8667     357.100
     36.0269     250.767     39.8333     357.100
     36.0369     250.800     39.8000     357.100
     36.0469     250.867     39.8000     357.167
     36.0569     250.933     39.8000     357.233
     36.0669     251.000     39.8000     357.300
     36.0769     251.025     39.8250     357.350
     36.0869     251.050     39.8500     357.400
     36.0969     251.075     39.8750     357.450
     36.1069     251.100     39.9000     357.500
     36.1169     250.967     39.8667     357.433
     36.1269     250.833     39.8333     357.367
     36.1369     250.700     39.8000     357.300
     36.1469     250.600     39.6500     357.150
     36.1569     250.500     39.5000     357.000
     36.1669     250.650     39.6250     357.050
     36.1769     250.800     39.7500     357.100
     36.1869     250.950     39.8750     357.150
     36.1969     251.100     40.0000     357.200
     36.2069     251.400     40.1667     357.300
     36.2169     251.700     40.3333     357.400
     36.2269     252.000     40.5000     357.500
     36.2369     252.100     40.2333     357.433
     36.2469     252.200     39.9667     357.367
     36.2569     252.300     39.7000     357.300
     36.2669    -99999.0    -99999.0    -99999.0
     36.2769     252.300     39.7000     357.300
     36.2869     252.450     39.8500     357.350
     36.2969     252.600     40.0000     357.400
     36.3069     252.600     39.9333     357.367
